"","ID_unique","CO2_mg_m2_h","CH4_ug_m2_h","Air_temp","pressure_calc_atm","campaign","Site","drying_regime","soil_temp","soil_VWC","flow_state","habitat_type","pool_riffle_depth_cm","Picarro_LGR","total_volume_L","chamber_area_m2","sed_temp","sed_VWC","point","habitat","ecosystem","CO2_g_m2_d","CH4_mg_m2_d","ug_N2ON_m2_h","mg_N2ON_m2_d","Canopy_Cover_Benth","Stock_Benth_g.m2","Max..wetted.width..m.","Min..wetted.width..m.","Ave.wet.width_m","Bankfull.at.max..wetted.width..m.","Bankfull.at.min..wetted.width..m.","Embeddedness....","Discharge..l.s.","Mean_Velocity..m.s.","MeanDur_Ponded","MaxDur_Ponded","MeanDur_Dry","MaxDur_Dry","MeanDur_Flow","MaxDur_Flow","masl","dist.to.per","length.IR.up","length.PR.up","percent.IR.up","percent.PR.up","Soil_OM","Sed_OM","percent_N","percent_C","CN_ratio","pH","DO_mg_L","DO_percent","cond_us_cm","Temp_water_C","date","totalbiomass_g","grassbiomass_g","herbsbiomass_g","leavesbiomass_g","mossbiomass_g","woodybiomass_g","latitude","longitude","Freq_Flow","Freq_Dry","Freq_Ponded","m_to_source","freqflow7","freqflow30","freqdry7","freqdry30","freqpool7","freqpool30","freq_flow_2021","freq_dry_2021","freq_pool_2021","Tsince_manual","sed_pH","sed_cond_uS_cm","NO3_N_mg_l","DN_ugL","DOC_ugL","SRP_ugL","NH4_N_ugL","bedrock","boulders","cobbles","gravel","sand","silt"
"823","2021-09-13_AL07_R3_Picarro",71.8070400549312,-16.472924782425,13.269,0.977673048883685,5,"AL07","intermittent_long",16.9666666666667,0.108333333333333,"dry",NA,NA,"Picarro",4.323412204,0.045238934,NA,NA,"R3","Riparian","Riparian",1.72336896131835,-0.3953501947782,NA,NA,NA,26.21573512,NA,NA,NA,34,23,0,NA,NA,6.090909091,23,26.36363636,120,20.78947368,73,223,6444,53313.2,68228.3,36.12421485,46.23046015,6.98,1.77,0.174729392,8.836768274,50.5740229096659,NA,NA,NA,NA,NA,"2021-09-13",7.235982614,0.597144771,0,4.220522297,0.593378472,1.556655185,45.96069669,5.276036686,0.524568393,0.386454183,0.088977424,59495.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","2021-09-13_AL07_R4_Picarro",147.399309431354,-41.4356695481742,16.808,0.977673048883685,5,"AL07","intermittent_long",16.5333333333333,0.091,"dry",NA,NA,"Picarro",4.097217533,0.045238934,NA,NA,"R4","Riparian","Riparian",3.5375834263525,-0.994456069156181,NA,NA,NA,26.21573512,NA,NA,NA,34,23,0,NA,NA,6.090909091,23,26.36363636,120,20.78947368,73,223,6444,53313.2,68228.3,36.12421485,46.23046015,6.98,1.77,0.174729392,8.836768274,50.5740229096659,NA,NA,NA,NA,NA,"2021-09-13",7.235982614,0.597144771,0,4.220522297,0.593378472,1.556655185,45.96069669,5.276036686,0.524568393,0.386454183,0.088977424,59495.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","2021-09-13_AL07_R5_Picarro",167.73600126447,6.22504205079587,16.808,0.977673048883685,5,"AL07","intermittent_long",17.5,0.0996666666666667,"dry",NA,NA,"Picarro",5.71073952,0.045238934,NA,NA,"R5","Riparian","Riparian",4.02566403034728,0.149401009219101,NA,NA,NA,26.21573512,NA,NA,NA,34,23,0,NA,NA,6.090909091,23,26.36363636,120,20.78947368,73,223,6444,53313.2,68228.3,36.12421485,46.23046015,6.98,1.77,0.174729392,8.836768274,50.5740229096659,NA,NA,NA,NA,NA,"2021-09-13",7.235982614,0.597144771,0,4.220522297,0.593378472,1.556655185,45.96069669,5.276036686,0.524568393,0.386454183,0.088977424,59495.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","2021-09-13_BR01_D1_Picarro",57.4369803564924,0.02029800423893,12.69,0.958103432267277,5,"BR01","intermittent_long",NA,NA,"dry","dry-riffle",NA,"Picarro",6.53000367,0.045238934,13.8666666666667,0.0796666666666667,"D1","Dry","Aquatic",1.37848752855582,0.00048715210173432,NA,NA,73.5,33.28113853,NA,NA,NA,12,11,0,NA,0,1,1,20.11111111,180,4.666666667,14,385,10000,1239.3,0,100,0,10.22,2.42,0.13379455,0.630600762,4.71320215957974,NA,NA,NA,NA,NA,"2021-09-13",NA,NA,NA,NA,NA,NA,45.963864,5.442748,0.184210526,0.793859649,0.021929825,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,59.7,NA,NA,NA,NA,NA,0,0,85,10,5,0
"827","2021-09-13_BR01_D2_Picarro",38.3115900846627,-8.44139209433606,13.269,0.958103432267277,5,"BR01","intermittent_long",NA,NA,"dry","dry-riffle",NA,"Picarro",6.72603906,0.045238934,13.9666666666667,0.0963333333333333,"D2","Dry","Aquatic",0.919478162031905,-0.202593410264065,NA,NA,73.5,33.28113853,NA,NA,NA,12,11,0,NA,0,1,1,20.11111111,180,4.666666667,14,385,10000,1239.3,0,100,0,10.22,2.42,0.13379455,0.630600762,4.71320215957974,NA,NA,NA,NA,NA,"2021-09-13",NA,NA,NA,NA,NA,NA,45.963864,5.442748,0.184210526,0.793859649,0.021929825,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,59.7,NA,NA,NA,NA,NA,0,0,85,10,5,0
"828","2021-09-13_BR01_D3_Picarro",56.7435802858471,-8.31356030560728,13.75,0.958103432267277,5,"BR01","intermittent_long",NA,NA,"dry","dry-riffle",NA,"Picarro",6.68080012,0.045238934,14.1333333333333,0.0913333333333333,"D3","Dry","Aquatic",1.36184592686033,-0.199525447334575,NA,NA,73.5,33.28113853,NA,NA,NA,12,11,0,NA,0,1,1,20.11111111,180,4.666666667,14,385,10000,1239.3,0,100,0,10.22,2.42,0.13379455,0.630600762,4.71320215957974,NA,NA,NA,NA,NA,"2021-09-13",NA,NA,NA,NA,NA,NA,45.963864,5.442748,0.184210526,0.793859649,0.021929825,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,59.7,NA,NA,NA,NA,NA,0,0,85,10,5,0
"829","2021-09-13_BR01_D4_Picarro",64.0828272519091,-9.29000407887057,14.325,0.958103432267277,5,"BR01","intermittent_long",NA,NA,"dry","",NA,"Picarro",6.78635763,0.045238934,14.1,0.0836666666666667,"D4","Dry","Aquatic",1.53798785404582,-0.222960097892894,NA,NA,73.5,33.28113853,NA,NA,NA,12,11,0,NA,0,1,1,20.11111111,180,4.666666667,14,385,10000,1239.3,0,100,0,10.22,2.42,0.13379455,0.630600762,4.71320215957974,NA,NA,NA,NA,NA,"2021-09-13",NA,NA,NA,NA,NA,NA,45.963864,5.442748,0.184210526,0.793859649,0.021929825,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,59.7,NA,NA,NA,NA,NA,0,0,85,10,5,0
"830","2021-09-13_BR01_D5_Picarro",77.5856288423055,-13.3706831912318,15.091,0.958103432267277,5,"BR01","intermittent_long",NA,NA,"dry","",NA,"Picarro",6.68080012,0.045238934,14.3,0.081,"D5","Dry","Aquatic",1.86205509221533,-0.320896396589563,NA,NA,73.5,33.28113853,NA,NA,NA,12,11,0,NA,0,1,1,20.11111111,180,4.666666667,14,385,10000,1239.3,0,100,0,10.22,2.42,0.13379455,0.630600762,4.71320215957974,NA,NA,NA,NA,NA,"2021-09-13",NA,NA,NA,NA,NA,NA,45.963864,5.442748,0.184210526,0.793859649,0.021929825,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,59.7,NA,NA,NA,NA,NA,0,0,85,10,5,0
"831","2021-09-13_BR01_R1_Picarro",91.6003146169269,-18.6633285696408,12.207,0.958103432267277,5,"BR01","intermittent_long",14,0.250666666666667,"dry",NA,NA,"Picarro",6.434562467,0.045238934,NA,NA,"R1","Riparian","Riparian",2.19840755080625,-0.447919885671379,NA,NA,NA,33.28113853,NA,NA,NA,12,11,0,NA,NA,1,1,20.11111111,180,4.666666667,14,385,10000,1239.3,0,100,0,10.22,2.42,0.320956911,4.856840335,15.1323749965926,NA,NA,NA,NA,NA,"2021-09-13",21.239050043,0.235142895,0,3.180770757,10.87955297,4.550206251,45.963864,5.442748,0.184210526,0.793859649,0.021929825,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","2021-09-13_BR01_R2_Picarro",40.356516804452,-0.608151975930487,16.046,0.958103432267277,5,"BR01","intermittent_long",13.8666666666667,0.386333333333333,"dry",NA,NA,"Picarro",4.760721901,0.045238934,NA,NA,"R2","Riparian","Riparian",0.968556403306848,-0.0145956474223317,NA,NA,NA,33.28113853,NA,NA,NA,12,11,0,NA,NA,1,1,20.11111111,180,4.666666667,14,385,10000,1239.3,0,100,0,10.22,2.42,0.320956911,4.856840335,15.1323749965926,NA,NA,NA,NA,NA,"2021-09-13",21.239050043,0.235142895,0,3.180770757,10.87955297,4.550206251,45.963864,5.442748,0.184210526,0.793859649,0.021929825,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","2021-09-13_BR01_R3_Picarro",87.3255246276187,-10.8151383139148,13.75,0.958103432267277,5,"BR01","intermittent_long",14.4,0.362333333333333,"dry",NA,NA,"Picarro",5.001996217,0.045238934,NA,NA,"R3","Riparian","Riparian",2.09581259106285,-0.259563319533955,NA,NA,NA,33.28113853,NA,NA,NA,12,11,0,NA,NA,1,1,20.11111111,180,4.666666667,14,385,10000,1239.3,0,100,0,10.22,2.42,0.320956911,4.856840335,15.1323749965926,NA,NA,NA,NA,NA,"2021-09-13",21.239050043,0.235142895,0,3.180770757,10.87955297,4.550206251,45.963864,5.442748,0.184210526,0.793859649,0.021929825,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","2021-09-13_BR01_R4_Picarro",106.451859387691,-6.40363100242327,14.709,0.958103432267277,5,"BR01","intermittent_long",14.2333333333333,0.334333333333333,"dry",NA,NA,"Picarro",5.454385559,0.045238934,NA,NA,"R4","Riparian","Riparian",2.55484462530458,-0.153687144058158,NA,NA,NA,33.28113853,NA,NA,NA,12,11,0,NA,NA,1,1,20.11111111,180,4.666666667,14,385,10000,1239.3,0,100,0,10.22,2.42,0.320956911,4.856840335,15.1323749965926,NA,NA,NA,NA,NA,"2021-09-13",21.239050043,0.235142895,0,3.180770757,10.87955297,4.550206251,45.963864,5.442748,0.184210526,0.793859649,0.021929825,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","2021-09-13_BR01_R5_Picarro",125.552909925368,-9.6366387946576,14.709,0.958103432267277,5,"BR01","intermittent_long",14.6333333333333,0.337333333333333,"dry",NA,NA,"Picarro",5.077394441,0.045238934,NA,NA,"R5","Riparian","Riparian",3.01326983820883,-0.231279331071782,NA,NA,NA,33.28113853,NA,NA,NA,12,11,0,NA,NA,1,1,20.11111111,180,4.666666667,14,385,10000,1239.3,0,100,0,10.22,2.42,0.320956911,4.856840335,15.1323749965926,NA,NA,NA,NA,NA,"2021-09-13",21.239050043,0.235142895,0,3.180770757,10.87955297,4.550206251,45.963864,5.442748,0.184210526,0.793859649,0.021929825,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","2021-09-13_BU01_D1_Picarro",33.6127014187958,-4.13328035064263,24.448,0.938942128998597,5,"BU01","intermittent_moderate",NA,NA,"dry","dry-riffle",NA,"Picarro",7.02763195,0.045238934,16.9,0.0766666666666667,"D1","Dry","Aquatic",0.806704834051099,-0.0991987284154231,NA,NA,89,71.13932803,NA,NA,NA,8,5.3,0,NA,0,1.555555556,4,13.66666667,95,22,196,554,1655,2763.8,515.4,84.28275189,15.71724811,5.28,2.93,0.193033433,0.507631914,2.62976162269258,NA,NA,NA,NA,NA,"2021-09-13",NA,NA,NA,NA,NA,NA,45.899826,5.39636,0.602389078,0.351535836,0.046075085,1327.798,0,0.129032258064516,1,0.838709677419355,0,0.032258064516129,0.723287671232877,0.224657534246575,0.0520547945205479,24,8.77,64.4,NA,NA,NA,NA,NA,35,25,20,15,5,0
"837","2021-09-13_BU01_D2_Picarro",181.416295522358,-21.0791930149776,23.966,0.938942128998597,5,"BU01","intermittent_moderate",NA,NA,"dry","dry-riffle",NA,"Picarro",6.51492403,0.045238934,17.2666666666667,0.102666666666667,"D2","Dry","Aquatic",4.35399109253659,-0.505900632359462,NA,NA,89,71.13932803,NA,NA,NA,8,5.3,0,NA,0,1.555555556,4,13.66666667,95,22,196,554,1655,2763.8,515.4,84.28275189,15.71724811,5.28,2.93,0.193033433,0.507631914,2.62976162269258,NA,NA,NA,NA,NA,"2021-09-13",NA,NA,NA,NA,NA,NA,45.899826,5.39636,0.602389078,0.351535836,0.046075085,1327.798,0,0.129032258064516,1,0.838709677419355,0,0.032258064516129,0.723287671232877,0.224657534246575,0.0520547945205479,24,8.77,64.4,NA,NA,NA,NA,NA,35,25,20,15,5,0
"838","2021-09-13_BU01_D3_Picarro",13.4507167359558,-5.20406216578508,23.966,0.938942128998597,5,"BU01","intermittent_moderate",NA,NA,"dry","dry-riffle",NA,"Picarro",6.77127799,0.045238934,16.7666666666667,0.110333333333333,"D3","Dry","Aquatic",0.322817201662939,-0.124897491978842,NA,NA,89,71.13932803,NA,NA,NA,8,5.3,0,NA,0,1.555555556,4,13.66666667,95,22,196,554,1655,2763.8,515.4,84.28275189,15.71724811,5.28,2.93,0.193033433,0.507631914,2.62976162269258,NA,NA,NA,NA,NA,"2021-09-13",NA,NA,NA,NA,NA,NA,45.899826,5.39636,0.602389078,0.351535836,0.046075085,1327.798,0,0.129032258064516,1,0.838709677419355,0,0.032258064516129,0.723287671232877,0.224657534246575,0.0520547945205479,24,8.77,64.4,NA,NA,NA,NA,NA,35,25,20,15,5,0
"839","2021-09-13_BU01_D4_Picarro",24.860251719675,0.963863870220036,23.581,0.938942128998597,5,"BU01","intermittent_moderate",NA,NA,"dry","",NA,"Picarro",7.58557881,0.045238934,16.1,0.165,"D4","Dry","Aquatic",0.5966460412722,0.0231327328852809,NA,NA,89,71.13932803,NA,NA,NA,8,5.3,0,NA,0,1.555555556,4,13.66666667,95,22,196,554,1655,2763.8,515.4,84.28275189,15.71724811,5.28,2.93,0.193033433,0.507631914,2.62976162269258,NA,NA,NA,NA,NA,"2021-09-13",NA,NA,NA,NA,NA,NA,45.899826,5.39636,0.602389078,0.351535836,0.046075085,1327.798,0,0.129032258064516,1,0.838709677419355,0,0.032258064516129,0.723287671232877,0.224657534246575,0.0520547945205479,24,8.77,64.4,NA,NA,NA,NA,NA,35,25,20,15,5,0
"840","2021-09-13_BU01_R1_Picarro",110.924658214326,-12.2129261036844,24.448,0.938942128998597,5,"BU01","intermittent_moderate",16.2,0.274,"dry",NA,NA,"Picarro",5.68058023,0.045238934,NA,NA,"R1","Riparian","Riparian",2.66219179714382,-0.293110226488426,NA,NA,NA,71.13932803,NA,NA,NA,8,5.3,0,NA,NA,1.555555556,4,13.66666667,95,22,196,554,1655,2763.8,515.4,84.28275189,15.71724811,5.28,2.93,0.189992103,3.241519289,17.0613369598841,NA,NA,NA,NA,NA,"2021-09-13",30.515647123,0.21934,2.381654244,7.58240328,19.00392312,1.328326479,45.899826,5.39636,0.602389078,0.351535836,0.046075085,1327.798,0,0.129032258064516,1,0.838709677419355,0,0.032258064516129,0.723287671232877,0.224657534246575,0.0520547945205479,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","2021-09-13_BU01_R2_Picarro",373.151710416642,-53.8821287705116,23.966,0.938942128998597,5,"BU01","intermittent_moderate",15.9333333333333,0.168666666666667,"dry",NA,NA,"Picarro",6.464721757,0.045238934,NA,NA,"R2","Riparian","Riparian",8.95564104999941,-1.29317109049228,NA,NA,NA,71.13932803,NA,NA,NA,8,5.3,0,NA,NA,1.555555556,4,13.66666667,95,22,196,554,1655,2763.8,515.4,84.28275189,15.71724811,5.28,2.93,0.189992103,3.241519289,17.0613369598841,NA,NA,NA,NA,NA,"2021-09-13",30.515647123,0.21934,2.381654244,7.58240328,19.00392312,1.328326479,45.899826,5.39636,0.602389078,0.351535836,0.046075085,1327.798,0,0.129032258064516,1,0.838709677419355,0,0.032258064516129,0.723287671232877,0.224657534246575,0.0520547945205479,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","2021-09-13_BU01_R3_Picarro",175.102130975709,-5.37370626717712,23.966,0.938942128998597,5,"BU01","intermittent_moderate",15.75,0.331,"dry",NA,NA,"Picarro",5.42422627,0.045238934,NA,NA,"R3","Riparian","Riparian",4.20245114341702,-0.128968950412251,NA,NA,NA,71.13932803,NA,NA,NA,8,5.3,0,NA,NA,1.555555556,4,13.66666667,95,22,196,554,1655,2763.8,515.4,84.28275189,15.71724811,5.28,2.93,0.189992103,3.241519289,17.0613369598841,NA,NA,NA,NA,NA,"2021-09-13",30.515647123,0.21934,2.381654244,7.58240328,19.00392312,1.328326479,45.899826,5.39636,0.602389078,0.351535836,0.046075085,1327.798,0,0.129032258064516,1,0.838709677419355,0,0.032258064516129,0.723287671232877,0.224657534246575,0.0520547945205479,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","2021-09-13_BU01_R4_Picarro",96.8872556813158,-22.9144092820265,23.581,0.938942128998597,5,"BU01","intermittent_moderate",15.4333333333333,0.273,"dry",NA,NA,"Picarro",6.178208507,0.045238934,NA,NA,"R4","Riparian","Riparian",2.32529413635158,-0.549945822768636,NA,NA,NA,71.13932803,NA,NA,NA,8,5.3,0,NA,NA,1.555555556,4,13.66666667,95,22,196,554,1655,2763.8,515.4,84.28275189,15.71724811,5.28,2.93,0.189992103,3.241519289,17.0613369598841,NA,NA,NA,NA,NA,"2021-09-13",30.515647123,0.21934,2.381654244,7.58240328,19.00392312,1.328326479,45.899826,5.39636,0.602389078,0.351535836,0.046075085,1327.798,0,0.129032258064516,1,0.838709677419355,0,0.032258064516129,0.723287671232877,0.224657534246575,0.0520547945205479,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","2021-09-13_GR01_D1_Picarro",56.84841487792,1.65931543722684,20.519,0.956536909882289,5,"GR01","intermittent_moderate",NA,NA,"dry","dry-riffle",NA,"Picarro",7.35938413,0.045238934,14.9666666666667,0.199,"D1","Dry","Aquatic",1.36436195707008,0.0398235704934442,NA,NA,87,25.56911102,NA,NA,NA,8,5,25,NA,0,3.75,9,9,20,31.25,101,394,386,1872.8,482.7,79.50753556,20.49246444,21.15,1.71,0.127271926,0.358207392,2.81450437074395,NA,NA,NA,NA,NA,"2021-09-13",NA,NA,NA,NA,NA,NA,45.917338,5.456714,0.828651685,0.101123596,0.070224719,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42,92.2,NA,NA,NA,NA,NA,45,10,40,5,0,0
"845","2021-09-13_GR01_D2_Picarro",18.4645068825433,0.299871770172724,20.519,0.956536909882289,5,"GR01","intermittent_moderate",NA,NA,"dry","dry-riffle",NA,"Picarro",6.72603906,0.045238934,15,0.129666666666667,"D2","Dry","Aquatic",0.443148165181039,0.00719692248414538,NA,NA,87,25.56911102,NA,NA,NA,8,5,25,NA,0,3.75,9,9,20,31.25,101,394,386,1872.8,482.7,79.50753556,20.49246444,21.15,1.71,0.127271926,0.358207392,2.81450437074395,NA,NA,NA,NA,NA,"2021-09-13",NA,NA,NA,NA,NA,NA,45.917338,5.456714,0.828651685,0.101123596,0.070224719,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42,92.2,NA,NA,NA,NA,NA,45,10,40,5,0,0
"846","2021-09-13_GR01_D3_Picarro",28.3514987114493,-2.97310147071782,20.043,0.956536909882289,5,"GR01","intermittent_moderate",NA,NA,"dry","dry-riffle",NA,"Picarro",6.63556119,0.045238934,15.2,0.103333333333333,"D3","Dry","Aquatic",0.680435969074783,-0.0713544352972277,NA,NA,87,25.56911102,NA,NA,NA,8,5,25,NA,0,3.75,9,9,20,31.25,101,394,386,1872.8,482.7,79.50753556,20.49246444,21.15,1.71,0.127271926,0.358207392,2.81450437074395,NA,NA,NA,NA,NA,"2021-09-13",NA,NA,NA,NA,NA,NA,45.917338,5.456714,0.828651685,0.101123596,0.070224719,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42,92.2,NA,NA,NA,NA,NA,45,10,40,5,0,0
"847","2021-09-13_GR01_D4_Picarro",13.1804215361417,-2.57503169124931,19.662,0.956536909882289,5,"GR01","intermittent_moderate",NA,NA,"dry","",NA,"Picarro",6.7411187,0.045238934,14.5666666666667,0.149666666666667,"D4","Dry","Aquatic",0.316330116867401,-0.0618007605899834,NA,NA,87,25.56911102,NA,NA,NA,8,5,25,NA,0,3.75,9,9,20,31.25,101,394,386,1872.8,482.7,79.50753556,20.49246444,21.15,1.71,0.127271926,0.358207392,2.81450437074395,NA,NA,NA,NA,NA,"2021-09-13",NA,NA,NA,NA,NA,NA,45.917338,5.456714,0.828651685,0.101123596,0.070224719,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42,92.2,NA,NA,NA,NA,NA,45,10,40,5,0,0
"848","2021-09-13_GR01_R1_Picarro",94.9772268315712,-20.5175048428299,18.711,0.956536909882289,5,"GR01","intermittent_moderate",15.6,0.0873333333333333,"dry",NA,NA,"Picarro",7.082987191,0.045238934,NA,NA,"R1","Riparian","Riparian",2.27945344395771,-0.492420116227918,NA,NA,NA,25.56911102,NA,NA,NA,8,5,25,NA,NA,3.75,9,9,20,31.25,101,394,386,1872.8,482.7,79.50753556,20.49246444,21.15,1.71,0.594624482,13.0235121,21.9020785289496,NA,NA,NA,NA,NA,"2021-09-13",26.431808584,0,0,13.92273831,4.188982157,6.832132665,45.917338,5.456714,0.828651685,0.101123596,0.070224719,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","2021-09-13_GR01_R2_Picarro",182.267811720154,-72.5636250045339,20.234,0.956536909882289,5,"GR01","intermittent_moderate",15.2,0.157333333333333,"dry",NA,NA,"Picarro",6.25360673,0.045238934,NA,NA,"R2","Riparian","Riparian",4.3744274812837,-1.74152700010881,NA,NA,NA,25.56911102,NA,NA,NA,8,5,25,NA,NA,3.75,9,9,20,31.25,101,394,386,1872.8,482.7,79.50753556,20.49246444,21.15,1.71,0.594624482,13.0235121,21.9020785289496,NA,NA,NA,NA,NA,"2021-09-13",26.431808584,0,0,13.92273831,4.188982157,6.832132665,45.917338,5.456714,0.828651685,0.101123596,0.070224719,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","2021-09-13_GR01_R3_Picarro",146.427971295368,-34.9547300438904,20.043,0.956536909882289,5,"GR01","intermittent_moderate",14.9,0.253333333333333,"dry",NA,NA,"Picarro",6.721075717,0.045238934,NA,NA,"R3","Riparian","Riparian",3.51427131108883,-0.83891352105337,NA,NA,NA,25.56911102,NA,NA,NA,8,5,25,NA,NA,3.75,9,9,20,31.25,101,394,386,1872.8,482.7,79.50753556,20.49246444,21.15,1.71,0.594624482,13.0235121,21.9020785289496,NA,NA,NA,NA,NA,"2021-09-13",26.431808584,0,0,13.92273831,4.188982157,6.832132665,45.917338,5.456714,0.828651685,0.101123596,0.070224719,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","2021-09-13_GR01_R4_Picarro",82.6768417295646,-48.665631346698,19.377,0.956536909882289,5,"GR01","intermittent_moderate",14.8666666666667,0.116666666666667,"dry",NA,NA,"Picarro",6.057571349,0.045238934,NA,NA,"R4","Riparian","Riparian",1.98424420150955,-1.16797515232075,NA,NA,NA,25.56911102,NA,NA,NA,8,5,25,NA,NA,3.75,9,9,20,31.25,101,394,386,1872.8,482.7,79.50753556,20.49246444,21.15,1.71,0.594624482,13.0235121,21.9020785289496,NA,NA,NA,NA,NA,"2021-09-13",26.431808584,0,0,13.92273831,4.188982157,6.832132665,45.917338,5.456714,0.828651685,0.101123596,0.070224719,928.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","2021-09-14_AL02_D1_Picarro",-6.0093998216417,0.911201489058373,27.468,0.915130767408483,5,"AL02","intermittent_long",NA,NA,"dry","dry-riffle",NA,"Picarro",6.57524261,0.045238934,20.4,NA,"D1","Dry","Aquatic",-0.144225595719401,0.0218688357374009,NA,NA,9.5,11.43012146,0,NA,NA,22,17,0,NA,0,1,1,17.0952381,100,10.52380952,34,803,5022,16025.8,7755.3,59.10765724,28.60372738,13.84,3.13,0.046986583,0.454697213,9.67717131079738,NA,NA,NA,NA,NA,"2021-09-14",NA,NA,NA,NA,NA,NA,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0,0.0645161290322581,1,0.903225806451613,0,0.032258064516129,0.424657534246575,0.556164383561644,0.0191780821917808,27,7.54,1013,NA,NA,NA,NA,NA,50,10,35,5,0,0
"853","2021-09-14_AL02_D2_Picarro",5.51364253656475,3.92645370454585,27.468,0.915130767408483,5,"AL02","intermittent_long",NA,NA,"dry","dry-riffle",NA,"Picarro",6.59032225,0.045238934,20.62888,NA,"D2","Dry","Aquatic",0.132327420877554,0.0942348889091004,NA,NA,9.5,11.43012146,0,NA,NA,22,17,0,NA,0,1,1,17.0952381,100,10.52380952,34,803,5022,16025.8,7755.3,59.10765724,28.60372738,13.84,3.13,0.046986583,0.454697213,9.67717131079738,NA,NA,NA,NA,NA,"2021-09-14",NA,NA,NA,NA,NA,NA,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0,0.0645161290322581,1,0.903225806451613,0,0.032258064516129,0.424657534246575,0.556164383561644,0.0191780821917808,27,7.54,1013,NA,NA,NA,NA,NA,50,10,35,5,0,0
"854","2021-09-14_AL02_D3_Picarro",1.27554227199166,0.907559291132114,27.468,0.915130767408483,5,"AL02","intermittent_long",NA,NA,"dry","",NA,"Picarro",6.59032225,0.045238934,20.62888,NA,"D3","Dry","Aquatic",0.0306130145277998,0.0217814229871707,NA,NA,9.5,11.43012146,0,NA,NA,22,17,0,NA,0,1,1,17.0952381,100,10.52380952,34,803,5022,16025.8,7755.3,59.10765724,28.60372738,13.84,3.13,0.046986583,0.454697213,9.67717131079738,NA,NA,NA,NA,NA,"2021-09-14",NA,NA,NA,NA,NA,NA,46.01002,5.587158,0.37585034,0.610544218,0.013605442,13488.83,0,0.0645161290322581,1,0.903225806451613,0,0.032258064516129,0.424657534246575,0.556164383561644,0.0191780821917808,27,7.54,1013,NA,NA,NA,NA,NA,50,10,35,5,0,0
