"","Site","campaign","habitat","drying_regime","flow_state","mean_CH4_mg_m2_d","mean_CO2_g_m2_d","mean_soil_temp","mean_soil_VWC","mean_pool_riffle_depth_cm","sed_temp","sed_VWC","Air_temp","Temp_water_C","Mean_Velocity..m.s.","bedrock","boulders","cobbles","gravel","sand","silt","Sed_OM","DO_mg_L","pH","cond_us_cm","Freq_Flow","Freq_Dry","Freq_Ponded","latitude","longitude","m_to_source","freq_flow_2021","freq_dry_2021","freq_pool_2021","freqflow7","freqflow30","freqdry7","freqdry30","freqpool7","freqpool30","Tsince_rewet","Tsince_manual","percent_C","percent_N","CN_ratio","CN_ratio.LECA","Canopy_Cover_Rip","Canopy_Cover_Benth","Tree_div","Leaf_Fall_m2.Day","Stock_Benth_g.m2","Ave.wet.width_m","Embeddedness","Discharge_l_s","masl","length.IR.up","length.PR.up","percent.IR.up","percent.PR.up","Max..wetted.width..m.","Min..wetted.width..m.","Bankfull.at.max..wetted.width..m.","Bankfull.at.min..wetted.width..m.","filamentous.algae","X..wood.cover","MeanDur_Ponded","MeanDur_Dry","MeanDur_Flow","MaxDur_Ponded","MaxDur_Dry","MaxDur_Flow","sed_pH","sed_cond_uS_cm","NO3_N_mg_l","DN_ugL","DOC_ugL","SRP_ugL","NH4_N_ugL","In_stream_CH4_mg_m2_d","aquatic_conditions"
"87","AL07","3","Flowing","intermittent_long","flowing",2.76429168834109,1.69383458610916,NA,NA,34.2166666666667,NA,NA,19.1551666666667,15.7,0.209375,5,10,70,15,0,0,1.36,10.3,8.16,384,0.524568393,0.386454183,0.088977424,45.96069669,5.276036686,59495.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,20,0.526567991,0.089830119,5.8618200316533,5.8618200316533,NA,14.5,13,3.415004846,1.225437254,13,0,1.119,223,53313.2,68228.3,36.12421485,46.23046015,17,8,34,23,1,1,6.090909091,26.36363636,20.78947368,23,120,73,8.61,138.2,0.788,709.5,1354.5,24,6,2.76429168834109,"Flowing"
"88","AL07","3","Riparian","intermittent_long","flowing",-0.442274939262063,7.27695628784674,15.7722222222222,0.338833333333333,NA,NA,NA,19.0121666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.36,NA,NA,384,0.524568393,0.386454183,0.088977424,45.96069669,5.276036686,59495.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,20,9.853327523,0.22173127,44.4381503925901,44.4381503925901,92,NA,13,3.415004846,1.225437254,13,0,NA,223,53313.2,68228.3,36.12421485,46.23046015,17,8,34,23,1,1,6.090909091,26.36363636,20.78947368,23,120,73,NA,NA,NA,NA,NA,NA,NA,2.76429168834109,"Flowing"
"89","AL07","4","Flowing","intermittent_long","flowing",6.68477178797961,3.74204303353592,NA,NA,35.6,NA,NA,26.4684,15.8,NA,5,10,70,15,0,0,NA,10.45,8.3,399,0.524568393,0.386454183,0.088977424,45.96069669,5.276036686,59495.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68477178797961,"Flowing"
"90","AL07","4","Riparian","intermittent_long","flowing",-0.328656261079787,7.28013901964877,18.36,0.358533333333333,NA,NA,NA,26.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524568393,0.386454183,0.088977424,45.96069669,5.276036686,59495.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68477178797961,"Flowing"
"91","AL07","5","Dry","intermittent_long","dry",-0.0504570618135083,0.229344819292269,NA,NA,NA,15.7133333333333,0.0435333333333333,14.3498,NA,0,5,10,70,15,0,0,1.77,NA,NA,NA,0.524568393,0.386454183,0.088977424,45.96069669,5.276036686,59495.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,25,0.824836487,0.109410992,7.53888134932549,7.53888134932549,NA,14.5,13,3.415004846,26.21573512,NA,0,NA,223,53313.2,68228.3,36.12421485,46.23046015,NA,NA,34,23,NA,NA,6.090909091,26.36363636,20.78947368,23,120,73,8.16,863,NA,NA,NA,NA,NA,-0.0504570618135083,"Dry"
"92","AL07","5","Riparian","intermittent_long","dry",-0.602402252260034,2.98541853840291,16.8566666666667,0.0943999999999999,NA,NA,NA,14.124,NA,NA,NA,NA,NA,NA,NA,NA,1.77,NA,NA,NA,0.524568393,0.386454183,0.088977424,45.96069669,5.276036686,59495.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,25,8.836768274,0.174729392,50.5740229096659,50.5740229096659,92,NA,13,3.415004846,26.21573512,NA,0,NA,223,53313.2,68228.3,36.12421485,46.23046015,NA,NA,34,23,NA,NA,6.090909091,26.36363636,20.78947368,23,120,73,NA,NA,NA,NA,NA,NA,NA,-0.0504570618135083,"Dry"
"93","AL07","6","Dry","intermittent_long","dry",0.0233303625053643,0.104157658491178,NA,NA,NA,10.88,0.0845333333333333,15.1292,NA,NA,5,10,70,15,0,0,NA,NA,NA,NA,0.524568393,0.386454183,0.088977424,45.96069669,5.276036686,59495.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0233303625053643,"Dry"
"94","AL07","6","Riparian","intermittent_long","dry",-0.550526186870126,1.39821973861955,11.2833333333333,0.236166666666667,NA,NA,NA,14.9475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524568393,0.386454183,0.088977424,45.96069669,5.276036686,59495.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0233303625053643,"Dry"
"95","AL07","7","Flowing","intermittent_long","flowing",0.455665875323396,2.3245086466771,NA,NA,31.5,NA,NA,8.581,NA,NA,5,10,70,15,0,0,NA,NA,NA,NA,0.524568393,0.386454183,0.088977424,45.96069669,5.276036686,59495.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,14.5,13,3.415004846,25.32726033,NA,0,NA,223,53313.2,68228.3,36.12421485,46.23046015,NA,NA,34,23,NA,NA,6.090909091,26.36363636,20.78947368,23,120,73,NA,NA,1.096,1042,2210.5,20,8,0.455665875323396,"Flowing"
"96","AL07","7","Riparian","intermittent_long","flowing",-0.150789363793163,0.566409804834844,2.89166666666667,0.349666666666667,NA,NA,NA,8.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524568393,0.386454183,0.088977424,45.96069669,5.276036686,59495.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,9.609562012,0.232759705,41.2853333526952,41.2853333526952,92,NA,13,3.415004846,25.32726033,NA,0,NA,223,53313.2,68228.3,36.12421485,46.23046015,NA,NA,34,23,NA,NA,6.090909091,26.36363636,20.78947368,23,120,73,NA,NA,NA,NA,NA,NA,NA,0.455665875323396,"Flowing"
"97","BR01","1","Flowing","intermittent_long","flowing",0.0546375026942745,0.909026183965786,NA,NA,14.1333333333333,NA,NA,3.41666666666667,7.9,0.374,0,0,85,10,5,0,2.87,11.65,8.57,383,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1.063430271,0.149981904,7.0903905247129,7.0903905247129,NA,73.5,11,1.475505217,1.630214623,2.7,0,0.117,385,1239.3,0,100,0,4,2,12,11,0,1,1,20.11111111,4.666666667,1,180,14,7.5,820,1.049,1267,1472,5,16,0.0546375026942745,"Flowing"
"98","BR01","1","Riparian","intermittent_long","flowing",-0.0316368054733784,0.973324820916308,6.85,0.411111111111111,NA,NA,NA,3.41666666666667,NA,NA,NA,NA,NA,NA,NA,NA,2.87,NA,NA,383,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,59.5,NA,11,1.475505217,1.630214623,2.7,0,NA,385,1239.3,0,100,0,4,2,12,11,0,1,1,20.11111111,4.666666667,1,180,14,NA,NA,NA,NA,NA,NA,NA,0.0546375026942745,"Flowing"
"99","BR01","2","Flowing","intermittent_long","flowing",0.0317949898048836,0.460299029790767,NA,NA,8.56666666666667,NA,NA,8.25,9.7,NA,0,0,85,10,5,0,NA,10.9,8.35,375,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,0.625,0.161290322580645,0.375,0.806451612903226,0,0.032258064516129,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0317949898048836,"Flowing"
"100","BR01","2","Riparian","intermittent_long","flowing",0.00949734142235285,1.01058337863083,9.88888888888888,0.415777777777778,NA,NA,NA,8.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,0.625,0.161290322580645,0.375,0.806451612903226,0,0.032258064516129,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0317949898048836,"Flowing"
"101","BR01","3","Dry","intermittent_long","dry",-0.0100790738732229,0.241921043979212,NA,NA,NA,13.32,0.1572,20.7864,NA,0,0,0,85,10,5,0,3.08,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.996104189,0.11466871,8.68680033986604,8.68680033986604,NA,73.5,11,1.475505217,1.704026177,NA,0,NA,385,1239.3,0,100,0,NA,NA,12,11,NA,NA,1,20.11111111,4.666666667,1,180,14,8.16,164.7,NA,NA,NA,NA,NA,-0.0100790738732229,"Dry"
"102","BR01","3","Riparian","intermittent_long","dry",-0.0270732688757606,2.1925583244332,13.9166666666667,0.389666666666667,NA,NA,NA,20.6625,NA,NA,NA,NA,NA,NA,NA,NA,3.08,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,59.5,NA,11,1.475505217,1.704026177,NA,0,NA,385,1239.3,0,100,0,NA,NA,12,11,NA,NA,1,20.11111111,4.666666667,1,180,14,NA,NA,NA,NA,NA,NA,NA,-0.0100790738732229,"Dry"
"103","BR01","4","Dry","intermittent_long","dry",-0.107440648721201,0.593865408304746,NA,NA,NA,15.864868,NA,15.8736,NA,NA,0,0,85,10,5,0,NA,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.107440648721201,"Dry"
"104","BR01","4","Riparian","intermittent_long","dry",-0.0099452980674334,2.71966002974103,14.46,0.3972,NA,NA,NA,15.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.107440648721201,"Dry"
"105","BR01","5","Dry","intermittent_long","dry",-0.189097639995873,1.41197091274184,NA,NA,NA,14.0733333333333,0.0864,13.825,NA,0,0,0,85,10,5,0,2.42,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,0.630600762,0.13379455,4.71320215957974,4.71320215957974,NA,73.5,11,1.475505217,33.28113853,NA,0,NA,385,1239.3,0,100,0,NA,NA,12,11,NA,NA,1,20.11111111,4.666666667,1,180,14,8.8,59.7,NA,NA,NA,NA,NA,-0.189097639995873,"Dry"
"106","BR01","5","Riparian","intermittent_long","dry",-0.221409065551521,2.16617820173787,14.2266666666667,0.3342,NA,NA,NA,14.2842,NA,NA,NA,NA,NA,NA,NA,NA,2.42,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,4.856840335,0.320956911,15.1323749965926,15.1323749965926,59.5,NA,11,1.475505217,33.28113853,NA,0,NA,385,1239.3,0,100,0,NA,NA,12,11,NA,NA,1,20.11111111,4.666666667,1,180,14,NA,NA,NA,NA,NA,NA,NA,-0.189097639995873,"Dry"
"107","BR01","6","Dry","intermittent_long","dry",0.08441495122096,0.463313263544337,NA,NA,NA,7.39333333333333,0.120733333333333,6.9164,NA,NA,0,0,85,10,5,0,NA,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08441495122096,NA
"108","BR01","7","Flowing","intermittent_long","flowing",0.201808710883662,0.800367605865171,NA,NA,22.625,NA,NA,0.14875,6.8,0.224,0,1,93,5,1,0,2.67,11.53,8.22,422,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,0.924324594,0.145056777,6.37215725536215,6.37215725536215,NA,73.5,11,1.475505217,25.71124769,2.8,0,0.036,385,1239.3,0,100,0,4.7,1.6,12,11,0,3,1,20.11111111,4.666666667,1,180,14,7.79,268,0.749,746,2327,2,12,0.201808710883662,"Flowing"
"109","BR01","7","Riparian","intermittent_long","flowing",-0.0259571306823535,0.14284627130494,3.05833333333333,0.41025,NA,NA,NA,0.121,NA,NA,NA,NA,NA,NA,NA,NA,2.67,NA,NA,422,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,59.5,NA,11,1.475505217,25.71124769,2.8,0,NA,385,1239.3,0,100,0,4.7,1.6,12,11,0,3,1,20.11111111,4.666666667,1,180,14,NA,NA,NA,NA,NA,NA,NA,0.201808710883662,"Flowing"
"110","BR02","1","Flowing","perennial","flowing",-0.0432063586186209,14.6753947542407,NA,NA,19.8,NA,NA,4.7,9.4,0.45385,0,23,71,5,1,0,2.52,11.27,8.09,412,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,0.964848,0.156139852,6.17938333898254,6.17938333898254,NA,88.5,12,1.68054595,0.119412637,4.3,10,0.421,352,1855,1405,56.90184049,43.09815951,5.7,3,6.9,5,0,1,0,0,NA,0,0,NA,7.48,756,0.675,615.5,1212,7,0,-0.0432063586186209,"Flowing"
"111","BR02","1","Riparian","perennial","flowing",-0.23428324131188,0.528971117447713,5.4,0.399533333333333,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,2.52,NA,NA,412,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,86.5,NA,12,1.68054595,0.119412637,4.3,10,NA,352,1855,1405,56.90184049,43.09815951,5.7,3,6.9,5,0,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.0432063586186209,"Flowing"
"112","BR02","2","Flowing","perennial","flowing",0.0258223446842963,12.5252715386157,NA,NA,24.84,NA,NA,8.5,10.4,NA,0,23,71,5,1,0,NA,10.45,7.82,419,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0258223446842963,"Flowing"
"113","BR02","2","Riparian","perennial","flowing",-0.262830692828843,1.02054341503598,10.0866666666667,0.3914,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0258223446842963,"Flowing"
"114","BR02","3","Flowing","perennial","flowing",-0.0517333419600674,19.7354925856252,NA,NA,32.3,NA,NA,12.0324,11,0.3717,1,30,63,5,1,0,2.65,10.84,8.36,421,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,0.993396622,0.115597548,8.59357866310452,8.59357866310452,NA,88.5,12,1.68054595,0.085809877,3.7,10,0.238,352,1855,1405,56.90184049,43.09815951,4.5,2.5,6.9,5,0,0,0,0,NA,0,0,NA,7.98,237,0.646,608,1608,6,25,-0.0517333419600674,"Flowing"
"115","BR02","3","Riparian","perennial","flowing",-0.320916518910153,2.44214472917528,14.2066666666667,0.3914,NA,NA,NA,12.013,NA,NA,NA,NA,NA,NA,NA,NA,2.65,NA,NA,421,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,7.606186443,0.413078758,18.4134049395975,18.4134049395975,86.5,NA,12,1.68054595,0.085809877,3.7,10,NA,352,1855,1405,56.90184049,43.09815951,4.5,2.5,6.9,5,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.0517333419600674,"Flowing"
"116","BR02","4","Flowing","perennial","flowing",-0.0481978740537535,21.2891458415746,NA,NA,28.25,NA,NA,17.87875,11.9,NA,1,30,63,5,1,0,NA,10.95,7.84,412,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0481978740537535,"Flowing"
"117","BR02","4","Riparian","perennial","flowing",-0.441755498049706,2.50858903201874,15.1866666666667,0.3902,NA,NA,NA,17.8168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0481978740537535,"Flowing"
"118","BR02","5","Flowing","perennial","flowing",0.0632149476528126,3.85322207460634,NA,NA,27.875,NA,NA,12.42425,10.9,1.2081,2,20,73,5,0,0,1.41,10.3,8.03,429,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,0.422105051,0.184321351,2.2900496806797,2.2900496806797,NA,88.5,12,1.68054595,2.744959039,2.4,0,0.013,352,1855,1405,56.90184049,43.09815951,4.4,1,6.9,5,0,0,0,0,NA,0,0,NA,7.97,129.7,0.961,904,1656,4,60,0.0632149476528126,"Flowing"
"119","BR02","5","Riparian","perennial","flowing",-0.508951208926193,1.02268766725365,12.9583333333333,0.378666666666667,NA,NA,NA,12.521,NA,NA,NA,NA,NA,NA,NA,NA,1.41,NA,NA,429,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,7.166766648,0.425967066,16.8246966022486,16.8246966022486,86.5,NA,12,1.68054595,2.744959039,2.4,0,NA,352,1855,1405,56.90184049,43.09815951,4.4,1,6.9,5,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0632149476528126,"Flowing"
"120","BR02","6","Flowing","perennial","flowing",0.0464442208672275,3.19688502287403,NA,NA,18.8,NA,NA,7.4406,10.7,NA,2,20,73,5,0,0,NA,11.02,7.97,428,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0464442208672275,"Flowing"
"121","BR02","6","Riparian","perennial","flowing",-0.515010870339616,1.0477255036315,8.16666666666666,0.376,NA,NA,NA,7.22925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0464442208672275,"Flowing"
"122","BR02","7","Flowing","perennial","flowing",4.87759328844657,6.18810044219871,NA,NA,29.5,NA,NA,2.088,9.9,0.3029,0,30,64,5,1,0,1.74,10.96,7.77,4.76,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,0.839730142,0.181799504,4.61899028063355,4.61899028063355,NA,88.5,12,1.68054595,5.290918944,3.7,5,0.35,352,1855,1405,56.90184049,43.09815951,4.2,2.4,6.9,5,0,1,0,0,NA,0,0,NA,8.18,104.7,0.701,709.5,1771.5,7,19,4.87759328844657,"Flowing"
"123","BR02","7","Riparian","perennial","flowing",-0.140189314338411,0.315342970623778,2.16666666666667,0.407666666666667,NA,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,1.74,NA,NA,4.76,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,6.847924341,0.406966022,16.8267716979085,16.8267716979085,86.5,NA,12,1.68054595,5.290918944,3.7,5,NA,352,1855,1405,56.90184049,43.09815951,4.2,2.4,6.9,5,0,1,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4.87759328844657,"Flowing"
"124","BU01","1","Flowing","intermittent_moderate","flowing",0.573956539406883,1.84256035797921,NA,NA,23.7833333333333,NA,NA,5.25,7.5,0.4789,20,10,63,5,2,0,3.77,11.53,8.33,395,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,1,1,0,0,0,0,106,105,1.380950171,0.180261925,7.66079786954455,7.66079786954455,NA,89,7,0.885941676,1.344218236,3.2,15,0.0242,554,2763.8,515.4,84.28275189,15.71724811,4.2,2.3,8,5.3,0,3,1.555555556,13.66666667,22,4,95,196,7.23,432,0.797,796,3098,8,30,0.573956539406883,"Flowing"
"125","BU01","1","Riparian","intermittent_moderate","flowing",-0.126983779104876,NA,5.01111111111111,0.361055555555556,NA,NA,NA,5.08333333333333,NA,NA,NA,NA,NA,NA,NA,NA,3.77,NA,NA,395,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,1,1,0,0,0,0,106,105,2.611378111,0.160922899,16.2275109833809,16.2275109833809,85.5,NA,7,0.885941676,1.344218236,3.2,15,NA,554,2763.8,515.4,84.28275189,15.71724811,4.2,2.3,8,5.3,0,3,1.555555556,13.66666667,22,4,95,196,NA,NA,NA,NA,NA,NA,NA,0.573956539406883,"Flowing"
"126","BU01","2","Flowing","intermittent_moderate","flowing",0.0403400927660268,0.378836019343636,NA,NA,15.1333333333333,NA,NA,7,7.4,NA,20,10,63,5,2,0,NA,11.18,8.56,565,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,1,1,0,0,0,0,156,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0403400927660268,"Flowing"
"127","BU01","2","Riparian","intermittent_moderate","flowing",-0.220939295811369,1.28013395841025,8.68333333333333,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,1,1,0,0,0,0,156,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0403400927660268,"Flowing"
"128","BU01","3","Flowing","intermittent_moderate","flowing",0.0799109231530577,1.12620217941839,NA,NA,22.4,NA,NA,17.6808333333333,12.8,0.171,35,25,20,15,5,0,3.51,10.37,8.25,533,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0.625,0.838709677419355,0.25,0.0645161290322581,0.125,0.0967741935483871,5,4,1.179305939,0.14822804,7.95602464284086,7.95602464284086,NA,89,7,0.885941676,0.318756273,2.6,0,0.034,554,2763.8,515.4,84.28275189,15.71724811,4.4,1.3,8,5.3,0,0,1.555555556,13.66666667,22,4,95,196,7.69,870,0.297,338,1587.5,10,6,0.0799109231530577,"Flowing"
"129","BU01","3","Riparian","intermittent_moderate","flowing",-0.170981838039096,2.92904854016139,14.0944444444445,0.347111111111111,NA,NA,NA,17.7758333333333,NA,NA,NA,NA,NA,NA,NA,NA,3.51,NA,NA,533,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0.625,0.838709677419355,0.25,0.0645161290322581,0.125,0.0967741935483871,5,4,3.62636439,0.228473826,15.8721217808118,15.8721217808118,85.5,NA,7,0.885941676,0.318756273,2.6,0,NA,554,2763.8,515.4,84.28275189,15.71724811,4.4,1.3,8,5.3,0,0,1.555555556,13.66666667,22,4,95,196,NA,NA,NA,NA,NA,NA,NA,0.0799109231530577,"Flowing"
"130","BU01","4","Flowing","intermittent_moderate","flowing",-0.0246591039240009,1.1780555184971,NA,NA,17.2,NA,NA,25.537,16.8,NA,35,25,20,15,5,0,NA,9.83,8.13,637,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,1,0.774193548387097,0,0.161290322580645,0,0.0645161290322581,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0246591039240009,"Flowing"
